BLZ;Institutsname;BIC
70169530;Raiffbk Neumarkt-Reischach;GENODEF1RWZ
70169538;Raiffbk St Wolfgang-Schwind;GENODEF1SWO
70169541;Raiffbk Lech-Ammersee;GENODEF1THG
70169543;Raiffbk Isar-Loisachtal;GENODEF1HHS
70169558;Raiffeisenbank Steingaden;GENODEF1SGA
70169566;VR-Bank Taufkirchen-Dorfen;GENODEF1TAV
70169568;Raiffbk Taufk-Oberneukirch;GENODEF1TAE
70169571;Raiffbk Tölzer Land;GENODEF1DTZ
70169575;Raiffeisenbank Türkheim;GENODEF1TRH
70169576;Raiff-Volksbank Tüßling;GENODEF1TUS
70169585;Raiffbk Unterschleißh-H-alt;GENODEF1UNS
70169596;Raiffbk Walpertskirchen alt;GENODEF1WWO
70169598;Raiffbk im Oberland;GENODEF1MIB
70169599;Raiffeisenbank Weil u Umgeb;GENODEF1WEI
70169602;Raiffeisenbank Weilheim alt;GENODEF1WM1
70169605;RVB Isen-Sempt;GENODEF1ISE
70169614;Freisinger Bank VB-Raiffbk;GENODEF1FSR
70169619;Raiffeisenbank Zorneding;GENODEF1ZOR
70169653;Raiffeisenbank Aiglsbach;GENODEF1AIG
70169693;Raiffeisenbank Hallertau;GENODEF1RHT
70190000;Münchner Bank;GENODEF1M01
70220000;LfA Förderbank München;LFFBDEMMXXX
70220200;BHF-BANK München;BHFBDEFF700
70220300;BMW Bank München;BMWBDEMUXXX
70220800;VVB München;VVAGDEM1XXX
70220900;Wüstenrot Bausparkasse;DRESDEFFBFC
70230600;Isbank München;ISBKDEFXMUN
70250150;Kr Spk München Starnbg Ebbg;BYLADEM1KMS
70320090;UniCredit Bank-HypoVereinbk;HYVEDEMM654
70321194;UniCredit Bank-HypoVereinbk;HYVEDEMM466
70322192;UniCredit Bank-HypoVereinbk;HYVEDEMM664
70350000;Kr Spk Garmisch-Partenkirch;BYLADEM1GAP
70351030;Ver Spk Weilheim;BYLADEM1WHM
70362595;Raiffbk Wallgau-Krün;GENODEF1WAK
70380006;Commerzbank Garmisch-Par;DRESDEFF703
70390000;VR-Bank Werdenfels;GENODEF1GAP
70391800;VB-Raiffbk Penzberg -alt-;GENODEF1PZB
71020072;UniCredit Bank-HypoVereinbk;HYVEDEMM410
71021270;UniCredit Bank-HypoVereinbk;HYVEDEMM629
71022182;UniCredit Bank-HypoVereinbk;HYVEDEMM453
71023173;UniCredit Bank-HypoVereinbk;HYVEDEMM632
71050000;Spk Berchtesgadener Land;BYLADEM1BGL
71051010;Kr Spk Altötting-Burgh-alt-;BYLADEM1AOE
71052050;Kr Spk Traunstein-Trostberg;BYLADEM1TST
71061009;VR meine Raiffeisenbank;GENODEF1AOE
71062802;Raiffeisenbank Anger;GENODEF1AGE
71090000;VB RB Oberbayern Südost;GENODEF1BGL
71120077;UniCredit Bank-HypoVereinbk;HYVEDEMM448
71120078;UniCredit Bank-HypoVereinbk;HYVEDEMM644
71121176;UniCredit Bank-HypoVereinbk;HYVEDEMM438
71122183;UniCredit Bank-HypoVereinbk;HYVEDEMM457
71140041;Commerzbank Rosenheim;COBADEFFXXX
71141041;Commerzbank Mühldorf Inn;COBADEFFXXX
71142041;Commerzbank Waldkraiburg;COBADEFFXXX
71150000;Spk Rosenheim-Bad Aibling;BYLADEM1ROS
71151020;Spk Altötting-Mühldorf;BYLADEM1MDF
71152570;Kr Spk Miesbach-Tegernsee;BYLADEM1MIB
71152680;Kr u St Spk Wasserburg;BYLADEM1WSB
71160000;VB RB Rosenheim-Chiemsee;GENODEF1VRR
71160161;VR Bank Rosenheim-Chiemsee;GENODEF1ROR
71161964;VB-Raiffbk Chiemsee -alt-;GENODEF1PRV
71162355;Raiffeisenbank Oberaudorf;GENODEF1OBD
71162804;Raiffbk Aschau-Samerberg;GENODEF1ASU
71165150;Raiffeisenbank Mangfal-alt-;GENODEF1AIB
71180005;Commerzbank Rosenheim;DRESDEFF711
71190000;Volksbank Rosenheim -alt-;GENODEF1ROV
71191000;VR-Bank Burghausen-Mühldorf;GENODEF1MUL
72000000;BBk Augsburg;MARKDEF1720
72010111;SEB Augsburg;ESSEDE5F720
72012300;BTV Zndl Deutschland;BTVADE61XXX
72020070;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020700;Augsburger Aktienbank;AUGBDE77XXX
72021271;UniCredit Bank-HypoVereinbk;HYVEDEMM236
72021876;UniCredit Bank-HypoVereinbk;HYVEDEMM259
72030014;Fürst Fugger Privatbk Augsb;FUBKDE71XXX
72030227;Bankhaus Anton Hafner;ANHODE77XXX
72040046;Commerzbank Augsburg;COBADEFFXXX
72050000;St Spk Augsburg;AUGSDE77XXX
72050101;Kr Spk Augsburg;BYLADEM1AUG
72051210;Spk Aichach-Schrobenhausen;BYLADEM1AIC
72051840;Spk Günzburg-Krumbach;BYLADEM1GZK
72062152;VR-Bank HG-Bank;GENODEF1MTG
72069002;Raiffbk Adelzhausen-Sielenb;GENODEF1ADZ
72069005;Raiffeisenbank Aindling;GENODEF1AIL
72069034;Raiffeisenbank Bissingen;GENODEF1BSI
72069036;Raiffeisenbank Bobingen;GENODEF1BOI
72069043;VR-Bank Donau-Mindel;GENODEF1GZ2
72069090;RB Bibertal-Kötz;GENODEF1KEZ
72069105;Raiffeisenbank Hiltenfingen;GENODEF1HTF
72069113;Raiffeisenbank Aschberg;GENODEF1HZH
72069114;Raiffeisenbank Holzheim;GENODEF1HZR
72069119;Raiffeisenbank Ichenhausen;GENODEF1ICH
72069123;Raiffbk Jettingen-Schep;GENODEF1JET
72069126;RB Bibertal-Kötz;GENODEF1BBT
72069132;Raiffbk Krumbach/Schwaben;GENODEF1KRR
72069135;Raiffbk Stauden Langenneufn;GENODEF1LST
72069155;Raiffbk Kissing-Mering;GENODEF1MRI
72069179;Raiffbk Unteres Zusamtal;GENODEF1BWI
72069181;Raiffeisenbank Offingen;GENODEF1OFF
72069193;Raiffeisenbank Rehling;GENODEF1RLI
72069209;Raiffeisenbank Roggenburg;GENODEF1RGB
72069220;Raiffbk Schwabmünchen;GENODEF1SMU
72069235;Raiffeisenbank Thannhausen;GENODEF1THS
72069263;Raiffeisenbank Wittislingen;GENODEF1WTS
72069274;Raiffbk Augsburger Ld West;GENODEF1ZUS
72069308;RVB Wemding;GENODEF1WDN
72069329;Raiffeisen-Volksbank Ries;GENODEF1NOE
72069736;Raiffbk Iller-Roth-Günz;GENODEF1BLT
72069789;Raiffbk Pfaffenhausen;GENODEF1PFA
72070001;Deutsche Bank Augsburg;DEUTDEMM720
72070024;Deutsche Bank PGK Augsburg;DEUTDEDB720
72080001;Commerzbank Augsburg;DRESDEFF720
72090000;Augusta-Bank RVB Augsburg;GENODEF1AUB
72090500;Sparda-Bank Augsburg;GENODEF1S03
72090900;PSD Bank München Augsburg;GENODEF1P14
72091800;Volksbank Günzburg -alt-;GENODEF1GZ1
72120078;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72122181;UniCredit Bank-HypoVereinbk;HYVEDEMM665
72140052;Commerzbank Ingolstadt;COBADEFFXXX
72150000;Sparkasse Ingolstadt;BYLADEM1ING
72151340;Sparkasse Eichstätt;BYLADEM1EIS
72151650;Spk Pfaffenhofen;BYLADEM1PAF
72151880;Spk Aichach-Schrobenhausen;BYLADEM1SSH
72152070;Spk Neuburg-Rain;BYLADEM1NEB
72160818;VR Bank Bayern Mitte;GENODEF1INP
72169013;Raiffbk Aresing-Hörz-Schilt;GENODEF1ARH
72169080;Raiffbk Aresing-Gerolsbach;GENODEF1GSB
72169111;Raiffbk Hohenwart -alt-;GENODEF1HHW
72169218;Schrobenhausener Bank;GENODEF1SBN
72169246;Raiffbk Schrobenhausener Ld;GENODEF1WFN
72169380;Raiffeisenbank Beilngries;GENODEF1BLN
72169733;Rbk Berg im Gau-L -alt-;GENODEF1LBE
72169745;Raiffbk Ehekirchen-Oberhsn;GENODEF1WDF
72169756;RV Neuburg/Donau;GENODEF1ND2
72169764;Raiffbk Donaumooser Land;GENODEF1WRI
72169812;Raiffbk Gaimersheim-Buxheim;GENODEF1GAH
72169831;Raiffbk Riedenburg-Lobs;GENODEF1RBL
72170007;Deutsche Bank Ingolstadt;DEUTDEMM721
72170024;Deutsche Bank PGK Ingolstad;DEUTDEDB721
72180002;Commerzbank Ingolstadt;DRESDEFF721
72191300;Volksbank Eichstätt;GENODEF1EIH
72191600;Hallertauer Volksbank;GENODEF1PFI
72191800;VB Schrobenhausen -alt-;GENODEF1SHV
72220074;UniCredit Bank-HypoVereinbk;HYVEDEMM255
72223182;UniCredit Bank-HypoVereinbk;HYVEDEMM263
72250000;Sparkasse Nördlingen;BYLADEM1NLG
72250160;Spk Donauwörth;BYLADEM1DON
72251520;Kr u St Spk Dillingen;BYLADEM1DLG
72261754;Raiffeisenbank Rain am Lech;GENODEF1RLH
72262401;Raiff-VB Dillingen -alt-;GENODEF1DLG
72290100;Raiff-VB Donauwörth;GENODEF1DON
73050000;Spk Neu-Ulm Illertissen;BYLADEM1NUL
73061191;VR-Bank Neu-Ulm/Weißenhorn;GENODEF1NU1
73090000;Volksbank Neu-Ulm;GENODEF1NUV
73120075;UniCredit Bank-HypoVereinbk;HYVEDEMM436
73140046;Commerzbank Memmingen;COBADEFFXXX
73150000;Spk Memmingen-Lindau-Mindel;BYLADEM1MLM
73160000;Genobank Unterallgäu;GENODEF1MIR
73180011;Commerzbank Memmingen;DRESDEFF731
73190000;VR-Bank Memmingen;GENODEF1MM1
73191500;Illertisser Bank -alt-;ULMVDE66XXX
73311600;Hypo-Landesbk;
73320073;UniCredit Bank-HypoVereinbk;HYVEDEMM428
73321177;UniCredit Bank-HypoVereinbk;HYVEDEMM567
73322380;UniCredit Bank-HypoVereinbk;HYVEDEMM570
73331700;Saliterbank Obergünzburg;GABLDE71XXX
73340046;Commerzbank Kempten Allgäu;COBADEFFXXX
73350000;Sparkasse Allgäu;BYLADEM1ALG
73351635;Sparkasse Riezlern;BYLADEM1ALR
73351840;Spk Dornbirn Riezlern;
73362421;Bankhaus Jungholz;
73362500;RLB Tirol Jungholz;RZTIDE71XXX
73369264;Raiffbk im Allg Land;GENODEF1DTA
73369821;BodenseeBank;GENODEF1LBB
73369823;Raiffeisenbank Westallgäu;GENODEF1WWA
73369826;Volksbank Lindenberg;GENODEF1LIA
73369851;Raiffbk Aitrang-Ruderatshfn;GENODEF1AIT
73369854;Raiffbk Fuchstal-Denklingen;GENODEF1FCH
73369859;Raiffeisenbank Bidingen;GENODEF1BIN
73369871;Raiffbk Baisweil-Eggent-Fr;GENODEF1EGB
73369878;Raiffbk Füssen-Pfronten-Nes;GENODEF1FPN
73369881;Raiffeisenbank Haldenwang;GENODEF1HWG
73369902;Raiffeisenbank Kempten-alt-;GENODEF1KM1
73369915;Raiffbk Obergermaringen alt;GENODEF1GMG
73369918;Raiffeisenbank Kirchweihtal;GENODEF1OKI
73369920;Raiffbk Kempten-Oberallgäu;GENODEF1SFO
73369933;Raiffbk Südliches Ostallgäu;GENODEF1RHP
73369936;Raiffeisenbank Seeg -alt-;GENODEF1SER
73369954;Raiffbk Wald-Görisried;GENODEF1WGO
73370008;Deutsche Bank Kempten Allga;DEUTDEMM733
73370024;Deutsche Bank PGK Kempten;DEUTDEDB733
73380004;Commerzbank Kempten;DRESDEFF733
73390000;Allgäuer Volksbank;GENODEF1KEV
73391600;Volksbank Riezlern;
73392000;Volksbank Immenstadt;GENODEF1IMV
73392400;Volksbank Tirol Jungholz;VBOEDE71XXX
73420071;UniCredit Bank-HypoVereinbk;HYVEDEMM427
73421478;UniCredit Bank-HypoVereinbk;HYVEDEMM666
73440048;Commerzbank KB F-K48;COBADEFFXXX
73450000;Kr u St Spk Kaufbeuren;BYLADEM1KFB
73451450;Kr Spk Schongau;BYLADEM1SOG
73460046;VR Bk Kaufbeuren-Ostallgäu;GENODEF1KFB
73480013;Commerzbank Kaufbeuren;DRESDEFF734
74020074;UniCredit Bank-HypoVereinbk;HYVEDEMM445
74020100;RLB OÖ Zndl Süddeutschland;RZOODE77XXX
74020150;RLB OÖ Zndl Süddeutschland;RZOODE77050
74040082;Commerzbank Passau;COBADEFFXXX
74050000;Spk Passau;BYLADEM1PAS
74051230;Spk Freyung-Grafenau;BYLADEM1FRG
74061101;Raiffbk Am Goldenen Steig;GENODEF1RGS
74061564;Raiffbk Unteres Inntal;GENODEF1NUI
74061670;Raiffbk Ortenburg-Kirchberg;GENODEF1ORT
74061813;VR-Bank Rottal-Inn;GENODEF1PFK
74062490;Raiffbk Vilshofener Land;GENODEF1VIR
74062786;Raiffbk i Lkr Passau-Nord;GENODEF1TIE
74064593;Raiffeisenbank Wegscheid;GENODEF1WSD
74065782;Raiffbk Salzweg-Thyrnau;GENODEF1SZT
74066749;Raiffbk i Südl Bay Wald;GENODEF1HZN
74067000;Rottaler Raiffbk;GENODEF1POC
74069744;Raiffeisenbank Grainet;GENODEF1GRT
74069752;Raiffbk Hohenau-Mauth;GENODEF1HHU
74069758;Raiffbk Kirchberg;GENODEF1TKI
74069768;Raiffbk am Dreisessel;GENODEF1NHD
74090000;VR-Bank Passau;GENODEF1PA1
74092400;Volksbank Vilshofen;GENODEF1VIV
74120071;UniCredit Bank-HypoVereinbk;HYVEDEMM415
74131000;TEBA Kreditbank;TEKRDE71XXX
74140048;Commerzbank DE F-D48;COBADEFFXXX
74150000;Spk Deggendorf;BYLADEM1DEG
74151450;Sparkasse Regen-Viechtach;BYLADEM1REG
74160025;Raiffbk Deggendorf-Plattlg;GENODEF1DEG
74161608;Raiffbk Hengersb-Schöllnach;GENODEF1HBW
74164149;VR-Bank;GENODEF1RGE
74165013;Raiffeisenbank Sonnenwald;GENODEF1AUS
74180009;Commerzbank Deggendorf;DRESDEFF741
74190000;GenoBk DonauWald Viechtach;GENODEF1DGV
74191000;VR-Bank Landau;GENODEF1LND
74220075;UniCredit Bank-HypoVereinbk;HYVEDEMM452
74221170;UniCredit Bank-HypoVereinbk;HYVEDEMM675
74240062;Commerzbank Straubing;COBADEFFXXX
74250000;Spk Niederbayern-Mitte;BYLADEM1SRG
74251020;Spk im Landkreis Cham;BYLADEM1CHM
74260110;Raiffeisenbank Straubing;GENODEF1SR2
74261024;Raiffeisenbank Chamer Land;GENODEF1CHA
74290000;Volksbank Straubing;GENODEF1SR1
74290100;CB Bank Straubing;CBSRDE71XXX
74320073;UniCredit Bank-HypoVereinbk;HYVEDEMM433
74340077;Commerzbank Landshut;COBADEFFXXX
74350000;Spk Landshut;BYLADEM1LAH
74351310;Spk Dingolfing-Landau -alt-;BYLADEM1DGF
74351430;Spk Rottal-Inn Eggenfelden;BYLADEM1EGF
74351740;St u Kr Spk Moosburg;BYLADEM1MSB
74361211;Raiffeisenbank Arnstorf;GENODEF1ARF
74362663;Raiffbk Altdorf-Ergolding;GENODEF1ERG
74364689;Raiffbk Pfeffenhausen;GENODEF1PFF
74366666;Raiffeisenbank Geisenhausen;GENODEF1GSH
74369068;Raiffbk Hofkirchen-Bayerbch;GENODEF1LWE
74369088;Raiffbk Geiselhöring-Pfabg;GENODEF1GPF
74369130;Raiffeisenbank Parkstetten;GENODEF1PST
74369146;Raiffbk Rattiszell-Konzell;GENODEF1RZK
74369656;Raiffeisenbank Essenbach;GENODEF1ENA
74369662;Raiffbk Buch-Eching;GENODEF1EBV
74369704;Raiffbk Mengkofen-Loiching;GENODEF1MKO
74369709;Raiffbk Wildenberg -alt-;GENODEF1WIG
74380007;Commerzbank Landshut;DRESDEFF743
74390000;VR-Bank Landshut;GENODEF1LH1
74391300;VB-Raiffbk Dingolfing;GENODEF1DGF
74391400;Rottaler VB-Raiffbk Eggenf;GENODEF1EGR
74392300;VR-Bank Vilsbiburg;GENODEF1VBV
75000000;BBk Regensburg;MARKDEF1750
75010111;SEB Regensburg;ESSEDE5F750
75020073;UniCredit Bank-HypoVereinbk;HYVEDEMM447
75021174;UniCredit Bank-HypoVereinbk;HYVEDEMM804
75040062;Commerzbank Regensburg;COBADEFFXXX
75050000;Spk Regensburg;BYLADEM1RBG
75051040;Spk im Landkreis Schwandorf;BYLADEM1SAD
75051565;Kreissparkasse Kelheim;BYLADEM1KEH
75060150;Raiffbk Regensburg-Wenzenb;GENODEF1R02
75061168;Raiffbk Schwandorf-Nittenau;GENODEF1SWN
75061851;Raiffeisenbank Regenstauf;GENODEF1REF
75062026;Raiffbk Oberpfalz Süd;GENODEF1DST
75069014;Raiffbk Bad Abbach-Saal;GENODEF1ABS
75069015;Raiffbk Bad Gögging;GENODEF1NGG
75069020;Raiffeisenbank Bruck;GENODEF1BUK
75069038;Raiffbk Falkenstein-Wörth;GENODEF1FKS
75069050;Raiffbk Grafenwöhr-Kirchent;GENODEF1GRW
75069055;Raiffbk Alteglofshm-Hagelst;GENODEF1HGA
75069061;Raiffbk Hemau-Kallmünz;GENODEF1HEM
75069062;Raiffbk Herrnwahlthann-alt-;GENODEF1HTD
75069076;Raiffbk Kallmünz -alt-;GENODEF1KLM
75069078;Raiffeisenbank Sinzing;GENODEF1SZV
75069081;Raiffeisenbank Bad Kötzting;GENODEF1KTZ
75069094;Raiffbk Parsberg-Velburg;GENODEF1PAR
75069110;RB Eschlk-Lam-Lohb-Neukirch;GENODEF1NKN
75069171;Raiffbk im Naabtal;GENODEF1SWD
75070013;Deutsche Bank Regensburg;DEUTDEMM750
75070024;Deutsche Bank PGK Regensbur;DEUTDEDB750
75080003;Commerzbank Regensburg;DRESDEFF750
75090000;Volksbank Regensburg;GENODEF1R01
75090300;LIGA Bank Regensburg;GENODEF1M05
75090500;Sparda-Bank Ostbayern;GENODEF1S05
75090629;apoBank Regensburg;DAAEDED1029
75090900;PSD Bank Niederbay.-Oberpf.;GENODEF1P18
75091400;VR Bank Burglengenfeld;GENODEF1BLF
75220070;UniCredit Bank-HypoVereinbk;HYVEDEMM405
75240000;Commerzbank Amberg Oberpf;COBADEFFXXX
75250000;Sparkasse Amberg-Sulzbach;BYLADEM1ABG
75261700;Raiffbk Sulzbach-Rosenberg;GENODEF1SZH
75290000;VB-Raiffbk Amberg;GENODEF1AMV
75320075;UniCredit Bank-HypoVereinbk;HYVEDEMM454
75340090;Commerzbank Weiden Oberpf;COBADEFFXXX
75350000;Spk Oberpfalz Nord;BYLADEM1WEN
75351960;Ver Spk Eschenbach;BYLADEM1ESB
75360011;Raiffeisenbank Weiden;GENODEF1WEO
75362039;Raiffeisenbank Floß;GENODEF1FLS
75363189;Raiffbk Neustadt-Vohenstr;GENODEF1NEW
75390000;Volksbank Nordoberpfalz;GENODEF1WEV
76000000;BBk Nürnberg;MARKDEF1760
76010085;Postbank Nürnberg;PBNKDEFFXXX
76010111;SEB Nürnberg;ESSEDE5F760
76020070;UniCredit Bank-HypoVereinbk;HYVEDEMM460
76020099;UniCredit Bank-HypoVereinbk;HYVEDEMMCAR
76026000;norisbank Berlin;NORSDE71XXX
76030080;BNPP ehem. Cortal Consors;CSDBDE71XXX
76030600;Isbank Nürnberg;ISBKDEFXNUR
76030800;BIW Bank;BIWBDE33760
76032000;TeamBank Nürnberg;TEAMDE71XXX
76032001;TeamBank Nürnberg GF -AT-;TEAMDE71TAT
76035000;UmweltBank Nürnberg;UMWEDE7NXXX
76040060;Commerzbank CC Nürnberg;COBADEFFXXX
76040061;Commerzbank Nürnberg;COBADEFFXXX
76040062;Commerzbank CC Nürnberg;COBADEFFXXX
76050000;BayernLB Nürnberg;BYLADEMMXXX
76050101;Sparkasse Nürnberg;SSKNDE77XXX
76052080;Spk Neumarkt i d OPf-Parsbg;BYLADEM1NMA
76060000;DZ BANK;GENODEFF760
76060561;EKK Nürnberg -alt-;GENODEF1N05
76060618;VR Bank Nürnberg;GENODEF1N02
76061025;Raiffbk Spar+Kreditbk Lauf;GENODEF1LAU
76061482;Raiffeisenbank Hersbruck;GENODEF1HSB
76069369;Raiffbk Auerbach-Freihung;GENODEF1AUO
76069372;Raiffbk Bad Windsheim;GENODEF1WDS
76069378;Raiffeisenbank Bechhofen;GENODEF1BEH
76069404;Raiffbk Uehlfeld-Dachsbach;GENODEF1DSB
76069409;Raiffeisenbank Dietenhofen;GENODEF1DIH
76069410;Raiffeisenbank Dietersheim;GENODEF1DIM
76069440;Raiffbk Altdorf-Feucht;GENODEF1FEC
76069441;VR-Bank Feuchtwangen-Limes;GENODEF1FEW
76069448;Raiffbk Freudenberg -alt-;GENODEF1FRD
76069449;Raiffbk Berch-Freyst-Mühlh;GENODEF1FYS
76069462;Raiffbk Greding-Thalmässing;GENODEF1GDG
76069468;Raiffbk Weißenburg-Gunzenh;GENODEF1GU1
76069483;Raiffbk Herzogenaurach -alt;GENODEF1HZA
76069486;Raiffbk Hirschau;GENODEF1HSC
76069512;Raiffbk Knoblauchsland;GENODEF1N08
76069549;Raiffbk Münchaurach -alt-;GENODEF1AUT
76069552;Raiffeisenbank Neuhof -alt-;GENODEF1NHF
76069553;Raiffeisenbank Neumarkt;GENODEF1NM1
76069559;VR-Bank Uffenheim-Neustadt;GENODEF1NEA
76069564;Raiffbk Oberferrieden-Burgt;GENODEF1BTO
76069576;Raiffeisenbank Plankstetten;GENODEF1BPL
76069598;Raiffeisenbank Roßtal;GENODEF1RSS
76069601;VR-Bank Rothenburg;GENODEF1RT2
76069602;Raiffbk Seebachgrund-Heßdf;GENODEF1HSE
76069611;Raiffbk Unteres Vilstal;GENODEF1SDM
76069635;RB Ursens-Ammerth-Hohen alt;GENODEF1URS
76069663;Raiffbk Heilsbr-Windsbach;GENODEF1WBA
76069669;Raiffeisenbank Zirndorf;GENODEF1ZIR
76070012;Deutsche Bank Nürnberg;DEUTDEMM760
76070024;Deutsche Bank PGK Nürnberg;DEUTDEDB760
76080040;Commerzbank Nürnberg;DRESDEFF760
76080053;Commerzbank Zw 53;DRESDEFFAGI
76080055;Commerzbank Zw 55;DRESDEFFI25
76080085;Commerzbank ITGK1 Nürnbrg;DRESDEFFJ26
76080086;Commerzbank ITGK2 Nürnbrg;DRESDEFFJ27
76089480;Commerzbank ITGK Nürnberg;DRESDEFFI24
76089482;Commerzbank ITGK Nürnb. 2;DRESDEFFI46
76090400;Evenord-Bank Nürnberg;GENODEF1N03
76090500;Sparda-Bank Nürnberg;GENODEF1S06
76090613;apoBank Nürnberg;DAAEDED1013
76090900;PSD Bank Nürnberg;GENODEF1P17
76091000;Sparda-Bk Nürnbg Sonnenstr;GENODEF1S14
76211900;CVW - Privatbank;GENODEF1WHD
76220073;UniCredit Bank-HypoVereinbk;HYVEDEMM419
76230000;BSQ Bauspar Nürnberg;QUBADE71XXX
76240011;Commerzbank Fürth Bayern;COBADEFFXXX
76250000;Spk Fürth;BYLADEM1SFU
76251020;Spk i Landkreis Neustadt;BYLADEM1NEA
76260451;Raiffeisen-Volksbank Fürth;GENODEF1FUE
76320072;UniCredit Bank-HypoVereinbk;HYVEDEMM417
76330111;Flessabank Erlangen;FLESDEMMXXX
76340061;Commerzbank Erlangen;COBADEFFXXX
76350000;St u Kr Spk Erlangen;BYLADEM1ERH
76351040;Sparkasse Forchheim;BYLADEM1FOR
76351560;Kr Spk Höchstadt;BYLADEM1HOS
76360033;VR-Bank EHH;GENODEF1ER1
76391000;Volksbank Forchheim;GENODEF1FOH
76420080;UniCredit Bank-HypoVereinbk;HYVEDEMM065
76450000;Spk Mittelfranken-Süd;BYLADEM1SRS
76460015;Raiffbk Roth-Schwabach;GENODEF1SWR
76461485;Raiffbk am Rothsee;GENODEF1HPN
76520071;UniCredit Bank-HypoVereinbk;HYVEDEMM406
76550000;Ver Spk Ansbach;BYLADEM1ANS
76551020;Kr u St Spk Dinkelsbühl;BYLADEM1DKB
76551540;Ver Spk Gunzenhausen;BYLADEM1GUN
76551860;St u Kr Spk Rothenburg;BYLADEM1ROT
76560060;RaiffVB Ansbach;GENODEF1ANS
76561979;Raiffbk Uffenheim -alt-;GENODEF1UFF
76591000;VR Bank Dinkelsbühl;GENODEF1DKV
77020070;UniCredit Bank-HypoVereinbk;HYVEDEMM411
77030111;Flessabank Bamberg;FLESDEMMXXX
77040080;Commerzbank Bamberg;COBADEFFXXX
77050000;Spk Bamberg;BYLADEM1SKB
77060100;VR Bank Bamberg;GENODEF1BA2
77061004;Raiffbk Obermain Nord;GENODEF1ALK
77061425;Raiffeisen-Volksbank Ebern;GENODEF1EBR
77062014;RB Burgebrach-Stegaurach;GENODEF1BGB
77062139;Raiff-VB Bad Staffelstein;GENODEF1SFF
77065141;Raiffbk Stegaurach -alt-;GENODEF1STC
77069042;Raiffbk Gößweinstein -alt-;GENODEF1GWE
77069044;Raiffbk Küps-Mitwitz-Stockh;GENODEF1KC2
77069051;Raiffbk Heiligenstadt;GENODEF1HIS
77069052;Raiffeisenbank Heroldsbach;GENODEF1HOB
77069091;Raiffeisenbank Ebrachgrund;GENODEF1SFD
77069110;Raiffbk Pretzfeld -alt-;GENODEF1PRE
77069461;Vereinigte Raiffeisenbanken;GENODEF1GBF
77069556;VR-Bank EHH;GENODEF1NNK
77069739;Raiffbk Thurnauer Land;GENODEF1THA
77069746;Raiffbk Emtmannsberg;GENODEF1ETB
77069764;Raiffbk Kemnather Land;GENODEF1KEM
77069782;Raiffeisenbank am Kulm;GENODEF1SPK
77069836;Raiffbk Berg-Bad Steben;GENODEF1BGO
77069868;Raiffeisenbank Oberland;GENODEF1MGA
77069870;Raiffbk Hochfranken West;GENODEF1SZF
77069906;Raiffbk Wüstenselbitz;GENODEF1WSZ
77069908;Raiffbk Sparn-Stammb-Zell;GENODEF1ZSP
77091800;Raiff-VB Lichtenfels-Itzgrd;GENODEF1LIF
77120073;UniCredit Bank-HypoVereinbk;HYVEDEMM289
77140061;Commerzbank Kulmbach;COBADEFFXXX
77150000;Spk Kulmbach-Kronach;BYLADEM1KUB
77190000;Kulmbacher Bank;GENODEF1KU1
77300000;BBk Bayreuth;MARKDEF1773
77320072;UniCredit Bank-HypoVereinbk;HYVEDEMM412
77322200;Fondsdepot Bank;FODBDE77XXX
77340076;Commerzbank Bayreuth;COBADEFFXXX
77350110;Sparkasse Bayreuth;BYLADEM1SBT
77361600;Raiff-VB Kronach-Ludwigssta;GENODEF1KC1
77363749;Raiffeisenbank Gefrees;GENODEF1GFS
77365792;Raiffbk Hollfeld-Waischenfd;GENODEF1HWA
77390000;VB-Raiffbk Bayreuth;GENODEF1BT1
77390628;apoBank Bayreuth;DAAEDED1028
78020070;UniCredit Bank-HypoVereinbk;HYVEDEMM424
78040081;Commerzbank Hof Saale;COBADEFFXXX
78050000;Spk Hochfranken;BYLADEM1HOF
78055050;Spk Hochfranken -alt-;BYLADEM1FIG
78060896;VR Bank Hof;GENODEF1HO1
78140000;Commerzbank Tirschenreuth;COBADEFFXXX
78160069;VR-Bank Fichtelgebirge;GENODEF1MAK
78161575;Raiffbk im Stiftland Walds;GENODEF1WSS
78320076;UniCredit Bank-HypoVereinbk;HYVEDEMM480
78330111;Flessabank Coburg;FLESDEMMXXX
78340091;Commerzbank Coburg;COBADEFFXXX
78350000;Spk Coburg-Lichtenfels;BYLADEM1COB
78360000;VR-Bank Coburg;GENODEF1COS
79000000;BBk Würzburg;MARKDEF1790
79010111;SEB Würzburg;ESSEDE5F790
79020076;UniCredit Bank-HypoVereinbk;HYVEDEMM455
79030001;Fürstl. Castellsche Bank;FUCEDE77XXX
79032038;Bank Schilling Hammelburg;BSHADE71XXX
79040047;Commerzbank Würzburg;COBADEFFXXX
79050000;Spk Mainfranken Würzburg;BYLADEM1SWU
79061000;Raiffbk Ochsenfurt -alt-;GENODEF1OCH
79061153;Raiffeisenbank Lohr -alt-;GENODEF1LOH
79062106;Raiffbk Hammelburg;GENODEF1HAB
79063060;Raiffbk Estenfeld-Bergtheim;GENODEF1EFD
79063122;Raiffeisenbank Höchberg;GENODEF1HBG
